Data file,,DURATRON_HEF_T33_D7.TSV,,,,,,,,,,
,17:40:36,5,3590,949.6,0.6,13.3,7,21,0.084,10,49.8,0.58
,17:40:37,5,3590,950.6,0.6,13.3,7,21,0.084,10,49.8,0.58
,17:40:38,5,3590,951.6,0.62,13.3,7,21,0.089,10,49.8,0.6
,17:40:39,5,3590,952.6,0.63,13.3,7,21,0.091,10,49.8,0.61
,17:40:40,5,3590,953.6,0.65,13.3,7,21,0.094,10,49.8,0.63
,17:40:41,5,3590,954.6,0.67,13.3,7,21,0.096,10,49.8,0.64
,17:40:42,5,3590,955.6,0.69,13.3,7,21,0.1,10,49.9,0.67
,17:40:43,5,3590,956.6,0.73,13.3,7,21,0.102,10,49.8,0.71
,17:40:44,5,3590,957.6,0.75,13.3,7,21,0.101,10,49.8,0.72
,17:40:45,5,3590,958.6,0.72,13.3,7,21,0.097,10,49.8,0.69
,17:40:46,5,3590,959.6,0.66,13.3,7,21,0.089,10,49.9,0.63
,17:40:47,5,3590,960.6,0.61,13.3,7,21,0.089,10,49.8,0.59
,17:40:48,5,3590,961.6,0.6,13.3,7,21,0.087,10,49.8,0.58
,17:40:49,5,3590,962.6,0.61,13.3,7,21,0.088,10,49.8,0.59
,17:40:50,5,3590,963.6,0.61,13.3,7,21,0.088,10,49.9,0.59
,17:40:51,5,3590,964.6,0.62,13.3,7,21,0.089,10,49.8,0.59
,17:40:52,5,3590,965.6,0.62,13.3,7,21,0.089,10,49.8,0.6
,17:40:53,5,3590,966.6,0.62,13.3,7,22,0.089,10,49.8,0.6
,17:40:54,5,3590,967.6,0.61,13.3,7,22,0.088,10,49.8,0.59
,17:40:55,5,3590,968.6,0.6,13.3,7,22,0.086,10,49.9,0.57
,17:40:56,5,3590,969.6,0.59,13.3,7,21,0.085,10,49.8,0.56
,17:40:57,5,3590,970.6,0.59,13.3,7,21,0.085,10,49.8,0.57
,17:40:58,5,3590,971.6,0.59,13.3,7,21,0.086,10,49.8,0.57
,17:40:59,5,3590,972.6,0.6,13.3,7,21,0.086,10,49.9,0.58
,17:41:00,5,3590,973.6,0.6,13.3,7,21,0.084,10,49.9,0.58
,17:41:01,5,3590,974.6,0.6,13.3,7,21,0.081,10,49.8,0.58
,17:41:02,5,3590,975.6,0.6,13.3,7,21,0.08,10,49.9,0.58
,17:41:03,5,3590,976.6,0.59,13.3,7,21,0.08,10,49.8,0.57
,17:41:04,5,3590,977.6,0.59,13.3,7,21,0.083,10,49.8,0.57
,17:41:05,5,3590,978.6,0.6,13.3,7,21,0.086,10,49.8,0.58
,17:41:06,5,3590,979.6,0.59,13.3,7,22,0.086,10,49.8,0.57
,17:41:07,5,3590,980.6,0.59,13.3,7,21,0.088,10,49.8,0.56
,17:41:08,5,3590,981.6,0.57,13.3,7,21,0.082,10,49.8,0.55
,17:41:09,5,3590,982.6,0.57,13.3,7,21,0.082,10,49.9,0.55
,17:41:10,5,3590,983.6,0.58,13.3,7,21,0.08,10,49.8,0.56
,17:41:11,5,3590,984.6,0.59,13.3,7,21,0.082,10,49.8,0.57
,17:41:12,5,3590,985.6,0.59,13.3,7,21,0.082,10,49.8,0.57
,17:41:13,5,3590,986.6,0.59,13.3,7,21,0.082,10,49.8,0.57
,17:41:14,5,3590,987.6,0.59,13.3,7,21,0.082,10,49.8,0.56
,17:41:15,5,3590,988.6,0.59,13.3,7,21,0.085,10,49.8,0.57
,17:41:16,5,3590,989.6,0.59,13.3,7,21,0.086,10,49.9,0.57
,17:41:17,5,3590,990.6,0.59,13.3,7,21,0.085,10,49.8,0.57
,17:41:18,5,3590,991.6,0.58,13.3,7,21,0.081,10,49.8,0.56
,17:41:19,5,3590,992.6,0.58,13.3,7,21,0.081,10,49.8,0.56
,17:41:20,5,3590,993.6,0.6,13.3,7,21,0.08,10,49.9,0.58
,17:41:21,5,3590,994.6,0.61,13.3,7,21,0.082,10,49.8,0.59
,17:41:22,5,3590,995.6,0.65,13.3,7,21,0.091,10,49.9,0.63
,17:41:23,5,3590,996.6,0.71,13.3,7,21,0.103,10,49.8,0.69
,17:41:24,5,3590,997.6,0.74,13.3,7,21,0.107,10,49.8,0.71
,17:41:25,5,3590,998.6,0.75,13.3,7,21,0.109,10,49.8,0.72
,17:41:26,5,3590,999.6,0.71,13.3,7,21,0.103,10,49.9,0.69
,17:41:27,5,3590,1000.6,0.72,13.3,7,21,0.104,10,49.8,0.7
,17:41:28,5,3590,1001.6,0.69,13.3,7,21,0.1,10,49.8,0.67
,17:41:29,5,3590,1002.6,0.68,13.3,7,21,0.095,10,49.8,0.66
,17:41:30,5,3590,1003.6,0.68,13.3,7,21,0.091,10,49.8,0.65
,17:41:31,5,3590,1004.6,0.68,13.3,7,21,0.095,10,49.8,0.66
,17:41:32,5,3590,1005.6,0.7,13.3,7,21,0.101,10,49.8,0.67
,17:41:33,5,3590,1006.6,0.69,13.3,7,22,0.1,10,49.8,0.67
,17:41:34,5,3590,1007.6,0.7,13.3,7,21,0.101,10,49.8,0.67
,17:41:35,5,3590,1008.6,0.7,13.3,7,21,0.097,10,49.8,0.67
,17:41:36,5,3590,1009.6,0.69,13.3,7,21,0.099,10,49.8,0.66
,17:41:37,5,3590,1010.6,0.67,13.3,7,21,0.096,10,49.8,0.64
,17:41:38,5,3590,1011.6,0.64,13.3,7,21,0.088,10,49.9,0.61
,17:41:39,5,3590,1012.6,0.62,13.3,7,21,0.083,10,49.8,0.6
,17:41:40,5,3590,1013.6,0.61,13.3,7,21,0.081,10,49.8,0.58
,17:41:41,5,3590,1014.6,0.6,13.3,7,21,0.084,10,49.8,0.58
,17:41:42,5,3590,1015.6,0.6,13.3,7,21,0.086,10,49.8,0.57
,17:41:43,5,3590,1016.6,0.6,13.3,7,22,0.086,10,49.8,0.58
,17:41:44,5,3590,1017.6,0.6,13.3,7,21,0.087,10,49.9,0.58
,17:41:45,5,3590,1018.6,0.61,13.3,7,21,0.085,10,49.8,0.59
,17:41:46,5,3590,1019.6,0.62,13.3,7,21,0.086,10,49.8,0.6
,17:41:47,5,3590,1020.6,0.63,13.3,7,21,0.087,10,49.9,0.61
,17:41:48,5,3590,1021.6,0.63,13.3,7,21,0.085,10,49.8,0.61
,17:41:49,5,3590,1022.6,0.63,13.3,7,21,0.091,10,49.8,0.61
,17:41:50,5,3590,1023.6,0.62,13.3,7,21,0.089,10,49.8,0.59
,17:41:51,5,3590,1024.6,0.61,13.3,7,21,0.087,10,49.8,0.58
,17:41:52,5,3590,1025.6,0.6,13.3,7,21,0.083,10,49.9,0.58
,17:41:53,5,3590,1026.6,0.6,13.3,7,21,0.084,10,49.8,0.58
,17:41:54,5,3590,1027.6,0.6,13.3,7,21,0.083,10,49.9,0.57
,17:41:55,5,3590,1028.6,0.6,13.3,7,21,0.083,10,49.8,0.57
,17:41:56,5,3590,1029.6,0.6,13.3,7,21,0.083,10,49.8,0.57
,17:41:57,5,3590,1030.6,0.61,13.3,7,21,0.088,10,49.8,0.59
,17:41:58,5,3590,1031.6,0.62,13.3,7,21,0.09,10,49.9,0.6
,17:41:59,5,3590,1032.6,0.63,13.3,7,21,0.087,10,49.8,0.61
,17:42:00,5,3590,1033.6,0.63,13.3,7,21,0.088,10,49.8,0.61
,17:42:01,5,3590,1034.6,0.63,13.3,7,21,0.085,10,49.8,0.61
,17:42:02,5,3590,1035.6,0.63,13.3,7,21,0.085,10,49.8,0.61
,17:42:03,5,3590,1036.6,0.62,13.3,7,21,0.089,10,49.8,0.59
,17:42:04,5,3590,1037.6,0.61,13.3,7,21,0.089,10,49.8,0.59
,17:42:05,5,3590,1038.6,0.62,13.3,7,21,0.09,10,49.8,0.6
,17:42:06,5,3590,1039.6,0.64,13.3,7,21,0.092,10,49.8,0.61
,17:42:07,5,3590,1040.6,0.64,13.3,7,21,0.092,10,49.8,0.62
,17:42:08,5,3590,1041.6,0.63,13.3,7,21,0.091,10,49.8,0.6
,17:42:09,5,3590,1042.6,0.62,13.3,7,21,0.089,10,49.9,0.59
,17:42:10,5,3590,1043.6,0.63,13.3,7,21,0.091,10,49.8,0.61
,17:42:11,5,3590,1044.6,0.73,13.3,7,21,0.098,10,49.9,0.71
,17:42:12,5,3590,1045.6,0.83,13.3,7,21,0.111,10,49.8,0.8
,17:42:13,5,3590,1046.6,0.85,13.3,7,21,0.118,10,49.8,0.82
,17:42:14,5,3590,1047.6,0.79,13.3,7,21,0.114,10,49.8,0.75
,17:42:15,5,3590,1048.6,0.72,13.3,7,21,0.104,10,49.8,0.7
,17:42:16,5,3590,1049.6,0.72,13.3,7,21,0.103,10,49.8,0.69
,17:42:17,5,3590,1050.6,0.75,13.3,7,21,0.108,10,49.9,0.72
,17:42:18,5,3590,1051.6,0.76,13.3,7,21,0.11,10,49.8,0.73
,17:42:19,5,3590,1052.6,0.78,13.3,7,21,0.113,10,49.8,0.76
,17:42:20,5,3590,1053.6,0.79,13.3,7,21,0.11,10,49.8,0.76
,17:42:21,5,3590,1054.6,0.83,13.3,7,21,0.112,10,49.8,0.81
,17:42:22,5,3590,1055.6,0.86,13.3,7,21,0.119,10,49.8,0.83
,17:42:23,5,3590,1056.6,0.87,13.3,7,21,0.121,10,49.8,0.84
,17:42:24,5,3590,1057.6,0.83,13.3,7,21,0.12,10,49.9,0.8
,17:42:25,5,3590,1058.6,0.78,13.3,7,21,0.109,10,49.9,0.75
,17:42:26,5,3590,1059.6,0.74,13.3,7,21,0.107,10,49.8,0.71
,17:42:27,5,3590,1060.6,0.77,13.3,7,21,0.111,10,49.8,0.74
,17:42:28,5,3590,1061.6,0.77,13.3,7,21,0.111,10,49.8,0.74
,17:42:29,5,3590,1062.6,0.73,13.3,7,21,0.101,10,49.8,0.7
,17:42:30,5,3590,1063.6,0.66,13.3,7,21,0.089,10,49.8,0.63
,17:42:31,5,3590,1064.6,0.63,13.3,7,21,0.088,10,49.8,0.61
,17:42:32,5,3590,1065.6,0.63,13.3,7,21,0.088,10,49.8,0.61
,17:42:33,5,3590,1066.6,0.63,13.3,7,21,0.09,10,49.8,0.6
,17:42:34,5,3590,1067.6,0.63,13.3,7,21,0.091,10,49.8,0.61
,17:42:35,5,3590,1068.6,0.63,13.3,7,21,0.091,10,49.8,0.61
,17:42:36,5,3590,1069.6,0.63,13.3,7,21,0.091,10,49.8,0.61
,17:42:37,5,3590,1070.6,0.63,13.3,7,21,0.087,10,49.9,0.61
,17:42:38,5,3590,1071.6,0.62,13.3,7,21,0.083,10,49.8,0.6
,17:42:39,5,3590,1072.6,0.62,13.3,7,21,0.083,10,49.8,0.6
,17:42:40,5,3590,1073.6,0.62,13.3,7,21,0.083,10,49.9,0.59
,17:42:41,5,3590,1074.6,0.61,13.3,7,21,0.085,10,49.8,0.59
,17:42:42,5,3590,1075.6,0.6,13.3,7,21,0.087,10,49.9,0.58
,17:42:43,5,3590,1076.6,0.59,13.3,7,21,0.086,10,49.8,0.57
,17:42:44,5,3590,1077.6,0.59,13.3,7,21,0.085,10,49.8,0.57
,17:42:45,5,3590,1078.6,0.6,13.3,7,21,0.086,10,49.9,0.57
,17:42:46,5,3590,1079.6,0.6,13.3,7,21,0.09,10,49.8,0.58
,17:42:47,5,3590,1080.6,0.61,13.3,7,21,0.092,10,49.8,0.59
,17:42:48,5,3590,1081.6,0.61,13.3,7,21,0.089,10,49.8,0.59
,17:42:49,5,3590,1082.6,0.62,13.3,7,21,0.086,10,49.8,0.6
,17:42:50,5,3590,1083.6,0.62,13.3,7,21,0.084,10,49.8,0.6
,17:42:51,5,3590,1084.6,0.63,13.3,7,21,0.084,10,49.8,0.61
,17:42:52,5,3590,1085.6,0.63,13.3,7,21,0.087,10,49.8,0.6
,17:42:53,5,3590,1086.6,0.63,13.3,7,21,0.091,10,49.8,0.61
,17:42:54,5,3590,1087.6,0.63,13.3,7,21,0.09,10,49.8,0.6
,17:42:55,5,3590,1088.6,0.63,13.3,7,21,0.088,10,49.9,0.61
,17:42:56,5,3590,1089.6,0.64,13.3,7,21,0.088,10,49.8,0.62
,17:42:57,5,3590,1090.6,0.69,13.3,7,21,0.095,10,49.8,0.67
,17:42:58,5,3590,1091.6,0.73,13.3,7,21,0.102,10,49.8,0.71
,17:42:59,5,3590,1092.6,0.74,13.3,7,21,0.103,10,49.8,0.71
,17:43:00,5,3590,1093.6,0.71,13.3,7,21,0.102,10,49.8,0.68
,17:43:01,5,3590,1094.6,0.66,13.3,7,21,0.099,10,49.8,0.63
,17:43:02,5,3590,1095.6,0.65,13.3,7,21,0.094,10,49.8,0.63
,17:43:03,5,3590,1096.6,0.66,13.3,7,21,0.096,10,49.9,0.64
,17:43:04,5,3590,1097.6,0.69,13.3,7,21,0.096,10,49.9,0.67
,17:43:05,5,3590,1098.6,0.72,13.3,7,21,0.1,10,49.8,0.7
,17:43:06,5,3590,1099.6,0.72,13.3,7,21,0.096,10,49.8,0.69
,17:43:07,5,3590,1100.6,0.71,13.3,7,21,0.098,10,49.8,0.68
,17:43:08,5,3590,1101.6,0.68,13.3,7,21,0.098,10,49.8,0.66
,17:43:09,5,3590,1102.6,0.67,13.3,7,21,0.097,10,49.8,0.65
,17:43:10,5,3590,1103.6,0.67,13.3,7,21,0.1,10,49.9,0.64
,17:43:11,5,3590,1104.6,0.67,13.3,7,21,0.097,10,49.9,0.65
,17:43:12,5,3590,1105.6,0.73,13.3,7,21,0.102,10,49.8,0.71
,17:43:13,5,3590,1106.6,0.76,13.3,7,21,0.105,10,49.9,0.73
,17:43:14,5,3590,1107.6,0.75,13.3,7,21,0.104,10,49.8,0.72
,17:43:15,5,3590,1108.6,0.7,13.3,7,21,0.104,10,49.8,0.67
,17:43:16,5,3590,1109.6,0.68,13.3,7,21,0.099,10,49.8,0.66
,17:43:17,5,3590,1110.6,0.71,13.3,7,21,0.102,10,49.8,0.69
,17:43:18,5,3590,1111.6,0.75,13.3,7,21,0.105,10,49.8,0.73
,17:43:19,5,3590,1112.6,0.8,13.3,7,21,0.107,10,49.8,0.77
,17:43:20,5,3590,1113.6,0.83,13.3,7,21,0.116,10,49.8,0.8
,17:43:21,5,3590,1114.6,0.85,13.3,7,21,0.122,10,49.8,0.82
,17:43:22,5,3590,1115.6,0.84,13.3,7,21,0.121,10,49.8,0.8
,17:43:23,5,3590,1116.6,0.8,13.3,7,21,0.115,10,49.8,0.77
,17:43:24,5,3590,1117.6,0.76,13.3,7,21,0.106,10,49.8,0.73
,17:43:25,5,3590,1118.6,0.72,13.3,7,21,0.097,10,49.8,0.69
,17:43:26,5,3590,1119.6,0.69,13.3,7,21,0.093,10,49.9,0.67
,17:43:27,5,3590,1120.6,0.69,13.3,7,21,0.097,10,49.8,0.67
,17:43:28,5,3590,1121.6,0.73,13.3,7,21,0.105,10,49.8,0.71
,17:43:29,5,3590,1122.6,0.77,13.3,7,21,0.107,10,49.9,0.75
,17:43:30,5,3590,1123.6,0.83,13.3,7,21,0.115,10,49.8,0.8
,17:43:31,5,3590,1124.6,0.85,13.3,7,21,0.118,10,49.9,0.83
,17:43:32,5,3590,1125.6,0.88,13.3,7,21,0.123,10,49.8,0.85
,17:43:33,5,3590,1126.6,0.85,13.3,7,21,0.118,10,49.8,0.82
,17:43:34,5,3590,1127.6,0.81,13.3,7,21,0.113,10,49.8,0.78
,17:43:35,5,3590,1128.6,0.77,13.3,7,21,0.108,10,49.8,0.75
,17:43:36,5,3590,1129.6,0.77,13.3,7,21,0.107,10,49.8,0.74
,17:43:37,5,3590,1130.6,0.75,13.3,7,21,0.105,10,49.9,0.72
,17:43:38,5,3590,1131.6,0.72,13.3,7,21,0.1,10,49.9,0.69
,17:43:39,5,3590,1132.6,0.68,13.3,7,21,0.098,10,49.8,0.65
,17:43:40,5,3590,1133.6,0.67,13.3,7,21,0.097,10,49.8,0.65
,17:43:41,5,3590,1134.6,0.67,13.3,7,21,0.093,10,49.9,0.65
,17:43:42,5,3590,1135.6,0.67,13.3,7,21,0.09,10,49.8,0.64
,17:43:43,5,3590,1136.6,0.67,13.3,7,21,0.093,10,49.8,0.65
,17:43:44,5,3590,1137.6,0.67,13.3,7,21,0.097,10,49.8,0.65
,17:43:45,5,3590,1138.6,0.67,13.3,7,21,0.096,10,49.8,0.65
,17:43:46,5,3590,1139.6,0.67,13.3,7,21,0.096,10,49.9,0.64
,17:43:47,5,3590,1140.6,0.67,13.3,7,21,0.096,10,49.8,0.64
,17:43:48,5,3590,1141.6,0.68,13.3,7,21,0.094,10,49.8,0.65
,17:43:49,5,3590,1142.6,0.68,13.3,7,21,0.095,10,49.8,0.66
,17:43:50,5,3590,1143.6,0.68,13.3,7,21,0.095,10,49.8,0.66
,17:43:51,5,3590,1144.6,0.67,13.3,7,21,0.097,10,49.8,0.65
,17:43:52,5,3590,1145.6,0.67,13.3,7,21,0.096,10,49.8,0.64
,17:43:53,5,3590,1146.6,0.67,13.3,7,21,0.096,10,49.9,0.64
,17:43:54,5,3590,1147.6,0.66,13.3,7,21,0.095,10,49.8,0.64
,17:43:55,5,3590,1148.6,0.66,13.3,7,21,0.095,10,49.8,0.63
,17:43:56,5,3590,1149.6,0.66,13.3,7,21,0.095,10,49.8,0.63
,17:43:57,5,3590,1150.6,0.66,13.3,7,21,0.092,10,49.9,0.63
,17:43:58,5,3590,1151.6,0.68,13.3,7,21,0.094,10,49.8,0.66
,17:43:59,5,3590,1152.6,0.73,13.3,7,21,0.101,10,49.8,0.71
,17:44:00,5,3590,1153.6,0.76,13.3,7,21,0.106,10,49.9,0.73
,17:44:01,5,3590,1154.6,0.78,13.3,7,21,0.108,10,49.9,0.75
,17:44:02,5,3590,1155.6,0.77,13.3,7,21,0.111,10,49.9,0.74
,17:44:03,5,3590,1156.6,0.79,13.3,7,21,0.113,10,49.8,0.76
,17:44:04,5,3590,1157.6,0.77,13.3,7,21,0.111,10,49.8,0.74
,17:44:05,5,3590,1158.6,0.73,13.3,7,21,0.106,10,49.8,0.7
,17:44:06,5,3590,1159.6,0.69,13.3,7,21,0.1,10,49.8,0.66
,17:44:07,5,3590,1160.6,0.67,13.3,7,21,0.097,10,49.8,0.65
,17:44:08,5,3590,1161.6,0.68,13.3,7,21,0.098,10,49.8,0.65
,17:44:09,5,3590,1162.6,0.69,13.3,7,21,0.095,10,49.9,0.66
,17:44:10,5,3590,1163.6,0.68,13.3,7,21,0.092,10,49.8,0.66
,17:44:11,5,3590,1164.6,0.67,13.3,7,21,0.093,10,49.8,0.64
,17:44:12,5,3590,1165.6,0.64,13.3,7,21,0.092,10,49.8,0.61
,17:44:13,5,3590,1166.6,0.63,13.3,7,21,0.091,10,49.8,0.6
,17:44:14,5,3590,1167.6,0.63,13.3,7,21,0.091,10,49.8,0.61
,17:44:15,5,3590,1168.6,0.64,13.3,7,21,0.09,10,49.8,0.62
,17:44:16,5,3590,1169.6,0.65,13.3,7,21,0.09,10,49.8,0.62
,17:44:17,5,3590,1170.6,0.64,13.3,7,21,0.089,10,49.9,0.62
,17:44:18,5,3590,1171.6,0.63,13.3,7,21,0.088,10,49.8,0.61
,17:44:19,5,3590,1172.6,0.62,13.3,7,21,0.087,10,49.9,0.6
,17:44:20,5,3590,1173.6,0.62,13.3,7,21,0.09,10,49.8,0.6
,17:44:21,5,3590,1174.6,0.62,13.3,7,21,0.09,10,49.8,0.6
,17:44:22,5,3590,1175.6,0.62,13.3,7,21,0.09,10,49.8,0.6
,17:44:23,5,3590,1176.6,0.62,13.3,7,21,0.09,10,49.8,0.6
,17:44:24,5,3590,1177.6,0.62,13.3,7,21,0.087,10,49.8,0.6
,17:44:25,5,3590,1178.6,0.63,13.3,7,21,0.085,10,49.8,0.61
,17:44:26,5,3590,1179.6,0.63,13.3,7,21,0.088,10,49.8,0.61
,17:44:27,5,3590,1180.6,0.64,13.3,7,21,0.092,10,49.9,0.61
,17:44:28,5,3590,1181.6,0.63,13.3,7,21,0.09,10,49.8,0.6
,17:44:29,5,3590,1182.6,0.62,13.3,7,21,0.09,10,49.8,0.6
,17:44:30,5,3590,1183.6,0.63,13.3,7,21,0.091,10,49.8,0.61
,17:44:31,5,3590,1184.6,0.63,13.3,7,21,0.088,10,49.8,0.61
,17:44:32,5,3590,1185.6,0.64,13.3,7,21,0.088,10,49.9,0.61
,17:44:33,5,3590,1186.6,0.63,13.3,7,21,0.091,10,49.8,0.61
,17:44:34,5,3590,1187.6,0.64,13.3,7,21,0.088,10,49.9,0.61
,17:44:35,5,3590,1188.6,0.64,13.3,7,21,0.088,10,49.8,0.61
,17:44:36,5,3590,1189.6,0.63,13.3,7,21,0.088,10,49.8,0.61
,17:44:37,5,3590,1190.6,0.63,13.3,7,21,0.087,10,49.8,0.6
,17:44:38,5,3590,1191.6,0.62,13.3,7,21,0.089,10,49.8,0.6
,17:44:39,5,3590,1192.6,0.61,13.3,7,21,0.089,10,49.8,0.59
,17:44:40,5,3590,1193.6,0.61,13.3,7,21,0.089,10,49.8,0.59
,17:44:41,5,3590,1194.6,0.63,13.3,7,21,0.09,10,49.8,0.61
,17:44:42,5,3590,1195.6,0.64,13.3,7,21,0.092,10,49.8,0.62
,17:44:43,5,3590,1196.6,0.64,13.3,7,21,0.093,10,49.8,0.62
,17:44:44,5,3590,1197.6,0.63,13.3,7,21,0.088,10,49.9,0.61
,17:44:45,5,3590,1198.6,0.62,13.3,7,21,0.086,10,49.8,0.6
,17:44:46,5,3590,1199.6,0.62,13.3,7,21,0.086,10,49.8,0.6
,17:44:47,5,3590,1200.6,0.63,13.3,7,21,0.087,10,49.8,0.61
,17:44:48,5,3590,1201.6,0.63,13.3,7,21,0.085,10,49.8,0.61
,17:44:49,5,3590,1202.6,0.63,13.3,7,21,0.085,10,49.8,0.61
,17:44:50,5,3590,1203.6,0.64,13.3,7,21,0.088,10,49.9,0.62
,17:44:51,5,3590,1204.6,0.64,13.3,7,21,0.092,10,49.8,0.62
,17:44:52,5,3590,1205.6,0.63,13.3,7,21,0.091,10,49.8,0.61
,17:44:53,5,3590,1206.6,0.62,13.3,7,21,0.09,10,49.8,0.6
,17:44:54,5,3590,1207.6,0.61,13.3,7,21,0.089,10,49.8,0.59
,17:44:55,5,3590,1208.6,0.62,13.3,7,21,0.09,10,49.8,0.6
,17:44:56,5,3590,1209.6,0.64,13.3,7,21,0.089,10,49.9,0.62
,17:44:57,5,3590,1210.6,0.65,13.3,7,21,0.088,10,49.8,0.63
,17:44:58,5,3590,1211.6,0.65,13.3,7,21,0.087,10,49.8,0.62
,17:44:59,5,3590,1212.6,0.63,13.3,7,21,0.087,10,49.8,0.6
,17:45:00,5,3590,1213.6,0.61,13.3,7,21,0.087,10,49.8,0.58
,17:45:01,5,3590,1214.6,0.61,13.3,7,21,0.091,10,49.8,0.58
,17:45:02,5,3590,1215.6,0.61,13.3,7,21,0.088,10,49.8,0.59
,17:45:03,5,3590,1216.6,0.62,13.3,7,21,0.089,10,49.8,0.6
,17:45:04,5,3590,1217.6,0.63,13.3,7,21,0.087,10,49.8,0.6
,17:45:05,5,3590,1218.6,0.64,13.3,7,21,0.089,10,49.8,0.62
,17:45:06,5,3590,1219.6,0.65,13.3,7,21,0.091,10,49.9,0.63
,17:45:07,5,3590,1220.6,0.67,13.3,7,21,0.096,10,49.8,0.64
,17:45:08,5,3590,1221.6,0.71,13.3,7,21,0.102,10,49.8,0.69
,17:45:09,5,3590,1222.6,0.76,13.3,7,21,0.105,10,49.8,0.73
,17:45:10,5,3590,1223.6,0.78,13.3,7,21,0.112,10,49.8,0.75
,17:45:11,5,3590,1224.6,0.74,13.3,7,21,0.103,10,49.8,0.71
,17:45:12,5,3590,1225.6,0.69,13.3,7,21,0.093,10,49.8,0.66
,17:45:13,5,3590,1226.6,0.68,13.3,7,21,0.091,10,49.8,0.65
,17:45:14,5,3590,1227.6,0.7,13.3,7,21,0.094,10,49.8,0.67
,17:45:15,5,3590,1228.6,0.71,13.3,7,21,0.099,10,49.8,0.69
,17:45:16,5,3590,1229.6,0.72,13.3,7,21,0.104,10,49.8,0.7
,17:45:17,5,3590,1230.6,0.76,13.3,7,21,0.109,10,49.9,0.73
,17:45:18,5,3590,1231.6,0.82,13.3,7,21,0.118,10,49.8,0.79
,17:45:19,5,3590,1232.6,0.86,13.3,7,21,0.125,10,49.8,0.84
,17:45:20,5,3590,1233.6,0.88,13.3,7,22,0.127,10,49.8,0.85
,17:45:21,5,3590,1234.6,0.82,13.3,7,22,0.119,10,49.8,0.79
,17:45:22,5,3590,1235.6,0.75,13.3,7,22,0.108,10,49.8,0.72
,17:45:23,5,3590,1236.6,0.66,13.3,7,22,0.092,10,49.8,0.63
,17:45:24,5,3590,1237.6,0.62,13.3,7,21,0.087,10,49.8,0.6
,17:45:25,5,3590,1238.6,0.62,13.3,7,21,0.089,10,49.8,0.59
,17:45:26,5,3590,1239.6,0.61,13.3,7,21,0.085,10,49.8,0.59
,17:45:27,5,3590,1240.6,0.62,13.3,7,21,0.086,10,49.8,0.6
,17:45:28,5,3590,1241.6,0.61,13.3,7,21,0.085,10,49.9,0.59
,17:45:29,5,3590,1242.6,0.61,13.3,7,21,0.085,10,49.8,0.59
,17:45:30,5,3590,1243.6,0.61,13.3,7,21,0.085,10,49.8,0.59
,17:45:31,5,3590,1244.6,0.61,13.3,7,21,0.085,10,49.9,0.59
,17:45:32,5,3590,1245.6,0.61,13.3,7,21,0.085,10,49.8,0.59
,17:45:33,5,3590,1246.6,0.61,13.3,7,21,0.085,10,49.8,0.59
,17:45:34,5,3590,1247.6,0.61,13.3,7,21,0.082,10,49.8,0.59
,17:45:35,5,3590,1248.6,0.61,13.3,7,21,0.082,10,49.8,0.59
,17:45:36,5,3590,1249.6,0.61,13.3,7,21,0.082,10,49.8,0.59
,17:45:37,5,3590,1250.6,0.61,13.3,7,21,0.082,10,49.8,0.59
,17:45:38,5,3590,1251.6,0.62,13.3,7,21,0.083,10,49.8,0.6
,17:45:39,5,3590,1252.6,0.62,13.3,7,21,0.083,10,49.8,0.6
,17:45:40,5,3590,1253.6,0.61,13.3,7,21,0.085,10,49.8,0.59
,17:45:41,5,3590,1254.6,0.6,13.3,7,21,0.09,10,49.8,0.58
,17:45:42,5,3590,1255.6,0.59,13.3,7,21,0.088,10,49.8,0.57
,17:45:43,5,3590,1256.6,0.59,13.3,7,21,0.088,10,49.8,0.57
,17:45:44,5,3590,1257.6,0.6,13.3,7,21,0.09,10,49.8,0.58
,17:45:45,5,3590,1258.6,0.61,13.3,6,21,0.095,10,49.8,0.59
,17:45:46,5,3590,1259.6,0.62,13.3,7,21,0.093,10,49.8,0.6
,17:45:47,5,3590,1260.6,0.62,13.3,7,21,0.09,10,49.8,0.6
,17:45:48,5,3590,1261.6,0.62,13.3,7,21,0.087,10,49.8,0.6
,17:45:49,5,3590,1262.6,0.61,13.3,7,21,0.085,10,49.8,0.59
,17:45:50,5,3590,1263.6,0.6,13.3,7,21,0.087,10,49.8,0.58
,17:45:51,5,3590,1264.6,0.59,13.3,7,21,0.086,10,49.8,0.57
,17:45:52,5,3590,1265.6,0.6,13.3,7,21,0.083,10,49.8,0.57
,17:45:53,5,3590,1266.6,0.61,13.3,7,21,0.085,10,49.9,0.59
,17:45:54,5,3590,1267.6,0.61,13.3,7,21,0.089,10,49.8,0.59
,17:45:55,5,3590,1268.6,0.61,13.3,7,21,0.085,10,49.8,0.59
,17:45:56,5,3590,1269.6,0.6,13.3,7,21,0.081,10,49.8,0.58
,17:45:57,5,3590,1270.6,0.61,13.3,7,21,0.085,10,49.8,0.59
,17:45:58,5,3590,1271.6,0.62,13.3,7,22,0.089,10,49.8,0.6
,17:45:59,5,3590,1272.6,0.62,13.3,7,21,0.09,10,49.8,0.6
,17:46:00,5,3590,1273.6,0.62,13.3,7,21,0.086,10,49.8,0.6
